RESULT_COUNT: 2638,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
2017-09-20,0.285,0.285,0.28,0.285,4537800.0,0.0,1.0,0.285,0.285,0.28,0.285,4537800.0
2017-09-19,0.285,0.285,0.28,0.28,3023400.0,0.0,1.0,0.285,0.285,0.28,0.28,3023400.0
2017-09-18,0.285,0.295,0.285,0.285,5735100.0,0.0,1.0,0.285,0.295,0.285,0.285,5735100.0
2017-09-15,0.285,0.29,0.285,0.285,3784600.0,0.0,1.0,0.285,0.29,0.285,0.285,3784600.0
2017-09-14,0.29,0.295,0.28,0.28,6684500.0,0.0,1.0,0.29,0.295,0.28,0.28,6684500.0
2017-09-13,0.29,0.3,0.285,0.29,11692900.0,0.0,1.0,0.29,0.3,0.285,0.29,11692900.0
2017-09-12,0.3,0.3,0.29,0.29,9064800.0,0.0,1.0,0.3,0.3,0.29,0.29,9064800.0
2017-09-11,0.29,0.3,0.29,0.3,14506400.0,0.0,1.0,0.29,0.3,0.29,0.3,14506400.0
2017-09-08,0.29,0.29,0.285,0.285,4719800.0,0.0,1.0,0.29,0.29,0.285,0.285,4719800.0
2017-09-07,0.29,0.29,0.285,0.29,2715300.0,0.0,1.0,0.29,0.29,0.285,0.29,2715300.0
2017-09-06,0.29,0.29,0.28,0.29,3466700.0,0.0,1.0,0.29,0.29,0.28,0.29,3466700.0
2017-09-05,0.28,0.3,0.275,0.29,15507900.0,0.0,1.0,0.28,0.3,0.275,0.29,15507900.0
2017-08-30,0.28,0.285,0.275,0.28,5769500.0,0.0,1.0,0.28,0.285,0.275,0.28,5769500.0
2017-08-29,0.265,0.27,0.26,0.26,1592600.0,0.0,1.0,0.265,0.27,0.26,0.26,1592600.0
2017-08-28,0.27,0.275,0.265,0.265,2230200.0,0.0,1.0,0.27,0.275,0.265,0.265,2230200.0
2017-08-25,0.27,0.275,0.27,0.27,948300.0,0.0,1.0,0.27,0.275,0.27,0.27,948300.0
2017-08-24,0.0,0.275,0.27,0.27,1877700.0,0.0,1.0,0.0,0.275,0.27,0.27,1877700.0
2017-08-23,0.275,0.275,0.27,0.27,978400.0,0.0,1.0,0.275,0.275,0.27,0.27,978400.0
2017-08-22,0.27,0.275,0.27,0.27,2413000.0,0.0,1.0,0.27,0.275,0.27,0.27,2413000.0
2017-08-21,0.275,0.275,0.27,0.27,713600.0,0.0,1.0,0.275,0.275,0.27,0.27,713600.0
2017-08-18,0.27,0.27,0.265,0.27,2168400.0,0.0,1.0,0.27,0.27,0.265,0.27,2168400.0
2017-08-17,0.275,0.275,0.27,0.27,1250400.0,0.0,1.0,0.275,0.275,0.27,0.27,1250400.0
2017-08-16,0.275,0.28,0.275,0.275,1197200.0,0.0,1.0,0.275,0.28,0.275,0.275,1197200.0
2017-08-15,0.275,0.275,0.275,0.275,1910900.0,0.0,1.0,0.275,0.275,0.275,0.275,1910900.0
2017-08-14,0.27,0.275,0.27,0.27,1422000.0,0.0,1.0,0.27,0.275,0.27,0.27,1422000.0
2017-08-11,0.275,0.275,0.265,0.27,5686800.0,0.0,1.0,0.275,0.275,0.265,0.27,5686800.0
2017-08-10,0.275,0.28,0.275,0.275,1111200.0,0.0,1.0,0.275,0.28,0.275,0.275,1111200.0
2017-08-09,0.275,0.28,0.275,0.275,2832300.0,0.0,1.0,0.275,0.28,0.275,0.275,2832300.0
2017-08-08,0.28,0.28,0.275,0.275,4225000.0,0.0,1.0,0.28,0.28,0.275,0.275,4225000.0
2017-08-07,0.285,0.285,0.28,0.28,3699500.0,0.0,1.0,0.285,0.285,0.28,0.28,3699500.0
2017-08-04,0.285,0.29,0.28,0.285,2867500.0,0.0,1.0,0.285,0.29,0.28,0.285,2867500.0
2017-08-03,0.29,0.29,0.28,0.285,1830300.0,0.0,1.0,0.29,0.29,0.28,0.285,1830300.0
2017-08-02,0.28,0.29,0.28,0.285,3499600.0,0.0,1.0,0.28,0.29,0.28,0.285,3499600.0
2017-08-01,0.28,0.285,0.28,0.28,1020800.0,0.0,1.0,0.28,0.285,0.28,0.28,1020800.0
2017-07-31,0.285,0.285,0.28,0.285,3498700.0,0.0,1.0,0.285,0.285,0.28,0.285,3498700.0
2017-07-28,0.285,0.285,0.28,0.285,2113300.0,0.0,1.0,0.285,0.285,0.28,0.285,2113300.0
2017-07-27,0.285,0.29,0.285,0.29,1747700.0,0.0,1.0,0.285,0.29,0.285,0.29,1747700.0
2017-07-26,0.29,0.29,0.285,0.29,1916500.0,0.0,1.0,0.29,0.29,0.285,0.29,1916500.0
2017-07-25,0.29,0.29,0.285,0.29,1626500.0,0.0,1.0,0.29,0.29,0.285,0.29,1626500.0
2017-07-24,0.295,0.295,0.285,0.29,2285700.0,0.0,1.0,0.295,0.295,0.285,0.29,2285700.0
2017-07-21,0.295,0.295,0.29,0.295,1992800.0,0.0,1.0,0.295,0.295,0.29,0.295,1992800.0
2017-07-20,0.295,0.3,0.295,0.3,1817200.0,0.0,1.0,0.295,0.3,0.295,0.3,1817200.0
2017-07-19,0.295,0.3,0.295,0.295,5449100.0,0.0,1.0,0.295,0.3,0.295,0.295,5449100.0
2017-07-18,0.275,0.295,0.275,0.295,7581500.0,0.0,1.0,0.275,0.295,0.275,0.295,7581500.0
2017-07-17,0.275,0.28,0.275,0.275,1583400.0,0.0,1.0,0.275,0.28,0.275,0.275,1583400.0
2017-07-14,0.28,0.28,0.275,0.275,2333400.0,0.0,1.0,0.28,0.28,0.275,0.275,2333400.0
2017-07-13,0.0,0.28,0.275,0.28,706400.0,0.0,1.0,0.0,0.28,0.275,0.28,706400.0
2017-07-12,0.275,0.28,0.275,0.28,2657500.0,0.0,1.0,0.275,0.28,0.275,0.28,2657500.0
2017-07-11,0.28,0.28,0.27,0.275,4644800.0,0.0,1.0,0.28,0.28,0.27,0.275,4644800.0
2017-07-10,0.28,0.28,0.275,0.275,1681300.0,0.0,1.0,0.28,0.28,0.275,0.275,1681300.0
2017-07-07,0.28,0.285,0.28,0.28,2673800.0,0.0,1.0,0.28,0.285,0.28,0.28,2673800.0
2017-07-06,0.285,0.285,0.28,0.28,3516000.0,0.0,1.0,0.285,0.285,0.28,0.28,3516000.0
2017-07-05,0.285,0.285,0.28,0.28,2146300.0,0.0,1.0,0.285,0.285,0.28,0.28,2146300.0
2017-07-04,0.28,0.285,0.28,0.28,4108000.0,0.0,1.0,0.28,0.285,0.28,0.28,4108000.0
2017-07-03,0.28,0.29,0.28,0.28,7286500.0,0.0,1.0,0.28,0.29,0.28,0.28,7286500.0
2017-06-30,0.285,0.285,0.275,0.28,4954800.0,0.0,1.0,0.285,0.285,0.275,0.28,4954800.0
2017-06-29,0.285,0.29,0.28,0.285,1962200.0,0.0,1.0,0.285,0.29,0.28,0.285,1962200.0
2017-06-28,0.0,0.285,0.28,0.28,624100.0,0.0,1.0,0.0,0.285,0.28,0.28,624100.0
2017-06-23,0.285,0.29,0.285,0.285,1545600.0,0.0,1.0,0.28,0.29,0.28,0.28,1545600.0
2017-06-22,0.28,0.285,0.28,0.285,2634200.0,0.0,1.0,0.28,0.28,0.28,0.28,2634200.0
2017-06-21,0.285,0.285,0.275,0.275,7917800.0,0.0,1.0,0.28,0.28,0.28,0.28,7917800.0
2017-06-20,0.28,0.285,0.28,0.285,1334900.0,0.0,1.0,0.28,0.28,0.28,0.28,1334900.0
2017-06-19,0.285,0.29,0.28,0.28,2371900.0,0.0,1.0,0.28,0.29,0.28,0.28,2371900.0
2017-06-16,0.29,0.29,0.285,0.285,1910700.0,0.0,1.0,0.29,0.29,0.28,0.28,1910700.0
2017-06-15,0.29,0.29,0.285,0.285,5276400.0,0.0,1.0,0.29,0.29,0.28,0.28,5276400.0
2017-06-14,0.29,0.295,0.285,0.285,3733100.0,0.0,1.0,0.29,0.3,0.28,0.28,3733100.0
2017-06-13,0.29,0.295,0.285,0.285,3812100.0,0.003,1.0,0.29,0.3,0.28,0.28,3812100.0
2017-06-09,0.29,0.295,0.285,0.29,5934500.0,0.0,1.0,0.29,0.29,0.28,0.29,5873108.62
2017-06-08,0.29,0.295,0.285,0.29,1707700.0,0.0,1.0,0.29,0.29,0.28,0.29,1690034.14
2017-06-07,0.29,0.295,0.285,0.295,2509700.0,0.0,1.0,0.29,0.29,0.28,0.29,2483737.59
2017-06-06,0.29,0.295,0.285,0.29,2397600.0,0.0,1.0,0.29,0.29,0.28,0.29,2372797.24
2017-06-05,0.295,0.295,0.29,0.29,4902500.0,0.0,1.0,0.29,0.29,0.29,0.29,4851784.48
2017-06-02,0.295,0.3,0.29,0.3,3656400.0,0.0,1.0,0.29,0.3,0.29,0.3,3618575.17
2017-06-01,0.295,0.3,0.29,0.29,4016900.0,0.0,1.0,0.29,0.3,0.29,0.29,3975345.86
2017-05-31,0.285,0.295,0.285,0.295,3233700.0,0.0,1.0,0.28,0.29,0.28,0.29,3200247.93
2017-05-30,0.295,0.3,0.285,0.285,5431200.0,0.0,1.0,0.29,0.3,0.28,0.28,5375015.17
2017-05-29,0.3,0.305,0.285,0.295,10626200.0,0.0,1.0,0.3,0.3,0.28,0.29,10516273.79
2017-05-26,0.31,0.315,0.3,0.3,11154200.0,0.0,1.0,0.31,0.31,0.3,0.3,11038811.72
2017-05-25,0.31,0.315,0.305,0.31,3359300.0,0.0,1.0,0.31,0.31,0.3,0.31,3324548.62
2017-05-24,0.31,0.315,0.31,0.315,8153200.0,0.0,1.0,0.31,0.31,0.31,0.31,8068856.55
2017-05-23,0.32,0.32,0.31,0.31,2205200.0,0.0,1.0,0.32,0.32,0.31,0.31,2182387.59
2017-05-22,0.315,0.32,0.31,0.32,9170300.0,0.0,1.0,0.31,0.32,0.31,0.32,9075434.83
2017-05-19,0.32,0.325,0.315,0.315,8334700.0,0.0,1.0,0.32,0.32,0.31,0.31,8248478.97
2017-05-18,0.31,0.32,0.305,0.315,12570400.0,0.0,1.0,0.31,0.32,0.3,0.31,12440361.38
2017-05-17,0.32,0.32,0.31,0.315,6691000.0,0.0,1.0,0.32,0.32,0.31,0.31,6621782.76
2017-05-16,0.31,0.325,0.31,0.32,16827400.0,0.0,1.0,0.31,0.32,0.31,0.32,16653323.45
2017-05-15,0.32,0.32,0.31,0.31,11378900.0,0.0,1.0,0.32,0.32,0.31,0.31,11261187.24
2017-05-12,0.32,0.325,0.315,0.32,4731000.0,0.0,1.0,0.32,0.32,0.31,0.32,4682058.62
2017-05-11,0.32,0.325,0.32,0.32,4754000.0,0.0,1.0,0.32,0.32,0.32,0.32,4704820.69
2017-05-09,0.32,0.33,0.315,0.32,9553900.0,0.0,1.0,0.32,0.33,0.31,0.32,9455066.55
2017-05-08,0.32,0.325,0.315,0.315,11777700.0,0.0,1.0,0.32,0.32,0.31,0.31,11655861.72
2017-05-05,0.32,0.325,0.315,0.315,10832400.0,0.0,1.0,0.32,0.32,0.31,0.31,10720340.69
2017-05-04,0.32,0.32,0.31,0.315,11388500.0,0.0,1.0,0.32,0.32,0.31,0.31,11270687.93
