RESULT_COUNT: 5071,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1,,,,,
TICKER,FIGI_TICKER,FIGI,COMPOSITE_FIGI,COMPOSITE_FIGI_TICKER,SECURITY_NAME,MARKET_SECTOR,SECURITY_TYPE,STOCK_EXCHANGE,LAST_CRSP_ADJ_DATE
DIVY,DIVY:US,BBG007QYYK90,BBG007QYYK90,DIVY:US,REALITY SHARES DIVS ETF,Equity,ETP,NYSE,
DJCI,DJCI:US,BBG000PRT206,BBG000PRT206,DJCI:US,E-TRACS BLOOMBERG COMMODITY,Equity,ETP,NYSE,
DJD,DJD:US,BBG00BNK7ZP3,BBG00BNK7ZP3,DJD:US,GUGGENHEIM DOW JONES INDUSTRIAL AVERAGE DIVIDEND ETF,Equity,ETP,NYSE,2016-06-24
DJP,DJP:US,BBG000JL50K4,BBG000JL50K4,DJP:US,IPATH BLOOMBERG COMMODITY INDEX TOTAL RETURN ETN,Equity,ETP,NYSE,
DK,DK:US,BBG000MZT6J2,BBG000MZT6J2,DK:US,DELEK US HOLDINGS INC,Equity,Common Stock,NYSE,2017-08-21
DKL,DKL:US,BBG0036D62Z9,BBG0036D62Z9,DKL:US,DELEK LOGISTICS PARTNERS LP,Equity,MLP,NYSE,2017-08-02
DKS,DKS:US,BBG000F6ZWH2,BBG000F6ZWH2,DKS:US,DICK'S SPORTING GOODS INC,Equity,Common Stock,NYSE,2017-09-07
DKT,DB 8.05 PERP:NEW YORK,BBG000001KF6,,,DB CONT CAPITAL TRUST V,Pfd,PUBLIC,NYSE,2015-06-25
DL,DL:US,BBG000BM2MR8,BBG000BM2MR8,DL:US,CHINA DISTANCE EDUCATION-ADR,Equity,ADR,NYSE,2017-01-04
DLA,DLA:US,BBG000BXD9G3,BBG000BXD9G3,DLA:US,DELTA APPAREL INC,Equity,Common Stock,NYSE,2007-08-27
DLB,DLB:US,BBG000DGLTG5,BBG000DGLTG5,DLB:US,DOLBY LABORATORIES INC-CL A,Equity,Common Stock,NYSE,2017-08-03
DLBR,DLBR:US,BBG00HFRDV58,BBG00HFRDV58,DLBR:US,VELOCITYSHARES SHRT LBR ETN,Equity,ETP,NYSE,
DLN,DLN:US,BBG000BT3296,BBG000BT3296,DLN:US,WISDOMTREE LARGECAP DIVIDEND FUND,Equity,ETP,NYSE,2017-08-21
DLNG,DLNG:US,BBG005DKJ197,BBG005DKJ197,DLNG:US,DYNAGAS LNG PARTNERS LP,Equity,MLP,NYSE,2017-07-07
DLPH,DLPH:US,BBG001QD41M9,BBG001QD41M9,DLPH:US,DELPHI AUTOMOTIVE PLC,Equity,Common Stock,NYSE,2017-08-07
DLR,DLR:US,BBG000Q5ZRM7,BBG000Q5ZRM7,DLR:US,DIGITAL REALTY TRUST INC,Equity,REIT,NYSE,2017-09-14
DLS,DLS:US,BBG000BT4N71,BBG000BT4N71,DLS:US,WISDOMTREE INTERNATIONAL SMALLCAP FUND,Equity,ETP,NYSE,2016-06-20
DLX,DLX:US,BBG000BH6360,BBG000BH6360,DLX:US,DELUXE CORP,Equity,Common Stock,NYSE,2017-08-17
DM,DM:US,BBG0068FF7N7,BBG0068FF7N7,DM:US,DOMINION ENERGY MIDSTREAM PA,Equity,MLP,NYSE,2017-08-02
DMB,DMB:US,BBG004H65XS1,BBG004H65XS1,DMB:US,DREYFUS MUNICIPAL BOND INFRA,Equity,Closed-End Fund,NYSE,2016-11-07
DMF,DMF:US,BBG000B9X2W1,BBG000B9X2W1,DMF:US,"DREYFUS MUNICIPAL INCOME, INC. COMMON STOCK",Equity,Closed-End Fund,NYSE,2017-09-13
DMO,DMO:US,BBG000D912M5,BBG000D912M5,DMO:US,WESTERN ASSET MORTGAGE DEFIN,Equity,Closed-End Fund,NYSE,2017-09-21
DMRI,DMRI:US,BBG00HBW88K1,BBG00HBW88K1,DMRI:US,DELTASHARES S&P INTERNATIONAL MANAGED RISK ETF,Equity,ETP,NYSE,
DMRL,DMRL:US,BBG00HBW6ZW0,BBG00HBW6ZW0,DMRL:US,DELTASHARES S&P 500 MANAGED RISK ETF,Equity,ETP,NYSE,
DMRM,DMRM:US,BBG00HBW71G2,BBG00HBW71G2,DMRM:US,DELTASHARES S&P 400 MANAGED RISK ETF,Equity,ETP,NYSE,
DMRS,DMRS:US,BBG00HBW7PG9,BBG00HBW7PG9,DMRS:US,DELTASHARES S&P 600 MANAGED RISK ETF,Equity,ETP,NYSE,
DNB,DNB:US,BBG000BB2PW9,BBG000BB2PW9,DNB:US,DUN & BRADSTREET CORP,Equity,Common Stock,NYSE,2017-08-21
DNI,DNI:US,BBG000BRZNZ0,BBG000BRZNZ0,DNI:US,DIVIDEND AND INCOME FUND,Equity,Closed-End Fund,NYSE,2016-09-14
DNL,DNL:US,BBG000BT1X72,BBG000BT1X72,DNL:US,WISDOMTREE GLOBAL EX-US QUALITY DIVIDEND GROWTH FUND,Equity,ETP,NYSE,2016-06-20
DNN,DNN:US,BBG000CX6DQ0,BBG000CX6DQ0,DNN:US,DENISON MINES CORP,Equity,Common Stock,NYSE,
DNO,DNO:US,BBG000C1P0P8,BBG000C1P0P8,DNO:US,UNITED STATES SHORT OIL FUND,Equity,ETP,NYSE,
DNOW,DNOW:US,BBG005BLN209,BBG005BLN209,DNOW:US,NOW INC,Equity,Common Stock,NYSE,
DNP,DNP:US,BBG000BH8RD7,BBG000BH8RD7,DNP:US,DNP SELECT INCOME FUND INC,Equity,Closed-End Fund,NYSE,2017-08-29
DNR,DNR:US,BBG000FBK808,BBG000FBK808,DNR:US,DENBURY RESOURCES INC,Equity,Common Stock,NYSE,2015-08-21
DO,DO:US,BBG000FJRZ68,BBG000FJRZ68,DO:US,DIAMOND OFFSHORE DRILLING,Equity,Common Stock,NYSE,2015-11-10
DOC,DOC:US,BBG004MF59H0,BBG004MF59H0,DOC:US,PHYSICIANS REALTY TRUST,Equity,REIT,NYSE,2017-06-29
DOD,DOD:US,BBG000TVY911,BBG000TVY911,DOD:US,ELEMENTS-DOGS OF DOW,Equity,ETP,NYSE,
DOG,DOG:US,BBG000PNKZW6,BBG000PNKZW6,DOG:US,PROSHARES SHORT DOW30,Equity,ETP,NYSE,2008-12-23
DOL,DOL:US,BBG000BSW3R4,BBG000BSW3R4,DOL:US,WISDOMTREE INTERNATIONAL LARGECAP DIVIDEND FUND,Equity,ETP,NYSE,2016-06-20
DOM,DOM:UN,BBG000BSDL68,BBG000BSDK51,DOMR:US,DOMINION RES BLACK WARRIOR,Equity,Royalty Trst,NYSE,2015-05-28
DON,DON:US,BBG000BSWGB2,BBG000BSWGB2,DON:US,WISDOMTREE MIDCAP DIVIDEND FUND,Equity,ETP,NYSE,2017-08-21
DOO,DOO:US,BBG000BT3GK2,BBG000BT3GK2,DOO:US,WISDOMTREE INTL DVD EX-FIN,Equity,ETP,NYSE,2016-06-20
DOOR,DOOR:US,BBG000N35HC1,BBG000N35HC1,DOOR:US,MASONITE INTERNATIONAL CORP,Equity,Common Stock,NYSE,
DOV,DOV:US,BBG000BHB3M6,BBG000BHB3M6,DOV:US,DOVER CORP,Equity,Common Stock,NYSE,2017-08-29
DOW,DOW:US,BBG000BHBK84,BBG000BHBK84,DOW:US,DOW CHEMICAL CO/THE,Equity,Common Stock,NYSE,2017-07-27
DPG,DPG:US,BBG001KTQH41,BBG001KTQH41,DPG:US,DUFF & PHELPS GLOBAL UTILITY,Equity,Closed-End Fund,NYSE,2016-06-13
DPK,DPK:US,BBG000HCVYR6,BBG000HCVYR6,DPK:US,DIREXION DEVELOPED MARKETS BEAR 3X SHARES,Equity,ETP,NYSE,2013-08-20
DPLO,DPLO:US,BBG00449JPX5,BBG00449JPX5,DPLO:US,DIPLOMAT PHARMACY INC,Equity,Common Stock,NYSE,
DPM,DCP:US,BBG000BB3CT1,BBG000BB3CT1,DCP:US,DCP MIDSTREAM LP,Equity,MLP,NYSE,2016-11-04
DPS,DPS:US,BBG000TJM7F0,BBG000TJM7F0,DPS:US,DR PEPPER SNAPPLE GROUP INC,Equity,Common Stock,NYSE,2017-09-13
DPST,DPST:US,BBG009T0QND5,BBG009T0QND5,DPST:US,DIREXION DAILY REGIONAL BANKS BULL 3X SHARES,Equity,ETP,NYSE,
DPU,DPU:UN,BBG000DVW4H4,BBG000DVW4H4,DPU:US,DB COMMODITY LONG ETN,Equity,ETP,NYSE,
DPW,DPW:US,BBG000HZ5070,BBG000HZ5070,DPW:US,DIGITAL POWER CORP,Equity,Common Stock,NYSE,
DPZ,DPZ:US,BBG000P458P3,BBG000P458P3,DPZ:US,DOMINO'S PIZZA INC,Equity,Common Stock,NYSE,2017-09-14
DQ,DQ:US,BBG000Q5T9W3,BBG000Q5T9W3,DQ:US,DAQO NEW ENERGY CORP-ADR,Equity,ADR,NYSE,2012-12-21
DRA,DRA:US,BBG0071D0XJ1,BBG0071D0XJ1,DRA:US,DIVERSIFIED REAL ASST INC FD,Equity,Closed-End Fund,NYSE,2016-09-13
DRD,DRD:US,BBG000BX8QF2,BBG000BX8QF2,DRD:US,DRDGOLD LTD-SPONSORED ADR,Equity,ADR,NYSE,2016-10-12
DRE,DRE:US,BBG000BHD8S7,BBG000BHD8S7,DRE:US,DUKE REALTY CORP,Equity,REIT,NYSE,2017-08-14
DRH,DRH:US,BBG000JKHFP5,BBG000JKHFP5,DRH:US,DIAMONDROCK HOSPITALITY CO,Equity,REIT,NYSE,2017-06-28
DRI,DRI:US,BBG000BBNYF6,BBG000BBNYF6,DRI:US,DARDEN RESTAURANTS INC,Equity,Common Stock,NYSE,2017-07-06
DRII,DRII:UN,BBG004T8Y3K6,BBG004T8Y2Z2,DRII:US,DIAMOND RESORTS INTERNATIONA,Equity,Common Stock,NYSE,
DRIP,DRIP:US,BBG0099SHQQ5,BBG0099SHQQ5,DRIP:US,DRXN DAILY S&P OIL&GAS BEAR,Equity,ETP,NYSE,2016-08-25
DRN,DRN:US,BBG000J9G9N7,BBG000J9G9N7,DRN:US,DIREXION DAILY REAL ESTATE BULL 3X SHARES,Equity,ETP,NYSE,2016-08-25
DRQ,DRQ:US,BBG000BVDBY2,BBG000BVDBY2,DRQ:US,DRIL-QUIP INC,Equity,Common Stock,NYSE,2006-10-06
DRR,DRR:US,BBG000BDQQN7,BBG000BDQQN7,DRR:US,MARKET VECTORS DOUBLE SHORT EURO ETN,Equity,ETP,NYSE,
DRUA,D 5.25 07/30/76 A:NEW YORK,BBG00DB5GNR0,,,DOMINION ENERGY INC,Pfd,PUBLIC,NYSE,
DRV,DRV:US,BBG000NFSS08,BBG000NFSS08,DRV:US,DREXION DAILY REAL ESTATE BEAR 3X SHARES,Equity,ETP,NYSE,2013-08-20
DRVN,DRVN:UN,BBG009BJZQ28,BBG009BJZQ28,DRVN:US,HIGHLAND HFR EVENT-DRIVEN ET,Equity,ETP,NYSE,2015-09-30
DRW,DRW:US,BBG000RDDFT2,BBG000RDDFT2,DRW:US,WISDOMTREE GLOBAL EX-US REAL ESTATE INDEX,Equity,ETP,NYSE,2016-06-20
DS,DS:US,BBG000BNFJF2,BBG000BNFJF2,DS:US,DRIVE SHACK INC,Equity,Common Stock,NYSE,
DSE,DSE:US,BBG006Q4Z5Z1,BBG006Q4Z5Z1,DSE:US,DUFF & PHELPS SELECT ENERGY,Equity,Closed-End Fund,NYSE,2017-08-09
DSI,DSI:US,BBG000Q9BW99,BBG000Q9BW99,DSI:US,ISHARES MSCI KLD 400 SOCIAL,Equity,ETP,NYSE,2017-03-24
DSL,DSL:US,BBG003TXW753,BBG003TXW753,DSL:US,DOUBLELINE INCOME SOLUTIONS,Equity,Closed-End Fund,NYSE,2016-09-14
DSM,DSM:US,BBG000C2NFP5,BBG000C2NFP5,DSM:US,DREYFUS STRATEGIC MUNI BD FD,Equity,Closed-End Fund,NYSE,2016-11-14
DSS,DSS:US,BBG000K68DK4,BBG000K68DK4,DSS:US,DOCUMENT SECURITY SYSTEMS,Equity,Common Stock,NYSE,2016-08-26
DST,DST:US,BBG000DDXVZ3,BBG000DDXVZ3,DST:US,DST SYSTEMS INC,Equity,Common Stock,NYSE,2017-08-23
DSU,DSU:US,BBG000BQW8K4,BBG000BQW8K4,DSU:US,BLACKROCK DEBT STRATEGIES FD,Equity,Closed-End Fund,NYSE,2016-11-16
DSUM,DSUM:US,BBG0024591F1,BBG0024591F1,DSUM:US,POWERSHARES CHINESE YUAN DIM SUM BOND PORTFOLIO,Equity,ETP,NYSE,2017-09-18
DSW,DSW:US,BBG000CF8227,BBG000CF8227,DSW:US,DSW INC-CLASS A,Equity,Common Stock,NYSE,2017-09-18
DSX,DSX:US,BBG000BV1NV2,BBG000BV1NV2,DSX:US,DIANA SHIPPING INC,Equity,Common Stock,NYSE,2008-11-24
DSXN,DSX 8.5 05/15/20:NEW YORK,BBG008VJM984,,,DIANA SHIPPING INC,Pfd,PUBLIC,NYSE,
DTD,DTD:US,BBG000BSVPW0,BBG000BSVPW0,DTD:US,WISDOMTREE TOTAL DIVIDEND FUND,Equity,ETP,NYSE,2017-08-21
DTE,DTE:US,BBG000BB29X4,BBG000BB29X4,DTE:US,DTE ENERGY COMPANY,Equity,Common Stock,NYSE,2017-09-15
DTF,DTF:US,BBG000BG2DH2,BBG000BG2DH2,DTF:US,DTF TAX-FREE INCOME INC,Equity,Closed-End Fund,NYSE,2016-12-13
DTH,DTH:US,BBG000BT6K66,BBG000BT6K66,DTH:US,WISDOMTREE INTERNATIONAL HIGH DIVIDEND FUND,Equity,ETP,NYSE,2016-06-20
DTJ,DTE 5.375 06/01/76 B:NEW YORK,BBG00CZHK3V4,,,DTE ENERGY CO,Pfd,PUBLIC,NYSE,
DTK,DB 7.6 PERP:NEW YORK,BBG0000018W4,,,DB CONT CAP TRUST III,Pfd,PUBLIC,NYSE,2015-05-15
DTN,DTN:US,BBG000BT2NX4,BBG000BT2NX4,DTN:US,WISDOMTREE DVD EX-FIN FUND,Equity,ETP,NYSE,2017-08-21
DTO,DTO:US,BBG000GDKNN5,BBG000GDKNN5,DTO:US,DB CRUDE OIL DOUBLE SHORT,Equity,ETP,NYSE,
DTQ,DTE 5.25 12/01/62:NEW YORK,BBG003FJ16Y3,,,DTE ENERGY CO,Pfd,PUBLIC,NYSE,2015-05-13
DTV,DTV:UN,BBG000FL1TC8,BBG000FL1TC8,DTV:US,DTE ENERGY COMPANY 2016 CORPORATE UNITS,,Common Stock,NYSE,
DTZ,DTE 6.5 12/01/61:NOT LISTED,BBG0029FBKK3,,,DTE ENERGY CO,Pfd,PUBLIC,NYSE,2015-05-13
DUC,DUC:US,BBG000BGZQR6,BBG000BGZQR6,DUC:US,DUFF & PHELPS UTIL & CORP BD,Equity,Closed-End Fund,NYSE,2016-12-13
DUG,DUG:US,BBG000QXHGG7,BBG000QXHGG7,DUG:US,PROSHARES ULTRASHORT OIL & GAS,Equity,ETP,NYSE,2013-06-10
DUK,DUK:US,BBG000BHGDH5,BBG000BHGDH5,DUK:US,DUKE ENERGY CORP,Equity,Common Stock,NYSE,2017-08-16
DUKH,DUK 5.125 01/15/73:NEW YORK,BBG003TC8K93,,,DUKE ENERGY CORP,Pfd,PUBLIC,NYSE,2015-04-10
DULL,DULL:US,BBG00DRGQND3,BBG00DRGQND3,DULL:US,DIREXION FUNDS ETF,Equity,ETP,NYSE,
DUSL,DUSL:US,BBG00GM4DLD6,BBG00GM4DLD6,DUSL:US,DIREXION DAILY INDUSTRIALS BULL 3X SHARES,Equity,ETP,NYSE,
DUST,DUST:US,BBG0019YYBZ3,BBG0019YYBZ3,DUST:US,DIREXION DAILY GOLD MINERS INDEX BEAR 3X SHARES,Equity,ETP,NYSE,2016-08-25
DV,DV:UN,BBG000DQC147,BBG000DQBZJ7,DV:US,DEVRY EDUCATION GROUP INC,Equity,Common Stock,NYSE,2016-11-30
DVA,DVA:US,BBG000MQ1SN9,BBG000MQ1SN9,DVA:US,DAVITA INC,Equity,Common Stock,NYSE,2013-09-09
DVD,DVD:US,BBG000H3K6B6,BBG000H3K6B6,DVD:US,DOVER MOTORSPORTS INC,Equity,Common Stock,NYSE,2016-11-08
DVHI,DVHI:UN,BBG00590JMK7,BBG00590JMK7,DVHI:US,ETRACS DIVERSIFIED HIGH INC,Equity,ETP,NYSE,2016-04-08
DVHL,DVHL:US,BBG005KFJB25,BBG005KFJB25,DVHL:US,ETRACS MON PAY 2XLEV HI INC,Equity,ETP,NYSE,2017-09-12
DVMT,DVMT:US,BBG00DJ2LJF5,BBG00DJ2LJF5,DVMT:US,DELL TECHNOLOGIES INC-CL V,Equity,Tracking Stk,NYSE,
DVN,DVN:US,BBG000BBVJZ8,BBG000BBVJZ8,DVN:US,DEVON ENERGY CORP,Equity,Common Stock,NYSE,2017-09-14
DVP,DVP:US,BBG0074VLYQ5,BBG0074VLYQ5,DVP:US,DEEP VALUE ETF,Equity,ETP,NYSE,2017-09-19
DVYA,DVYA:US,BBG002PHLXP7,BBG002PHLXP7,DVYA:US,ISHARES ASIA / PACIFIC DIVIDEND 30 INDEX FUND EXCHANGE TRADED FUND,Equity,ETP,NYSE,2017-03-24
DVYE,DVYE:US,BBG002PHMJ22,BBG002PHMJ22,DVYE:US,ISHARES EMERGING MARKETS DIVIDEND INDEX FUND EXCHANGE TRADED FUND,Equity,ETP,NYSE,2017-03-24
DVYL,DVYL:US,BBG002ZDMX56,BBG002ZDMX56,DVYL:US,ETRACS 2X DJ SEL DVD ETN,Equity,ETP,NYSE,2017-09-12
DWDP,DWDP:UN,BBG00CCS9JW2,BBG00BN961G4,DWDP:US,DOWDUPONT INC,Equity,Common Stock,NYSE,
DWM,DWM:US,BBG000BSYGZ4,BBG000BSYGZ4,DWM:US,WISDOMTREE INTERNATIONAL EQUITY FUND,Equity,ETP,NYSE,2016-06-20
DWRE,DWRE:UN,BBG001WWGW76,BBG000GGSSF8,DWRE:US,DEMANDWARE INC,Equity,Common Stock,NYSE,
DWT,DWT:US,BBG00FH3L132,BBG00FH3L132,DWT:US,VELOCITYSHARES 3X INV CRUDE,Equity,ETP,NYSE,
DWTI,DWTI:UN,BBG002MYFRN5,BBG002MYFRN5,DWTI:US,VELOCITYSHARES 3X INVERSE CR,Equity,ETP,NYSE,
DWX,DWX:US,BBG000VC0TD0,BBG000VC0TD0,DWX:US,SPDR S&P INTER DVD ETF,Equity,ETP,NYSE,2017-09-15
DX,DX:US,BBG000FBJQM6,BBG000FBJQM6,DX:US,DYNEX CAPITAL INC,Equity,REIT,NYSE,2017-07-03
DXB,DB 6.55 PERP:NEW YORK,BBG000004BW4,,,DB CONT CAP TRST II,Pfd,PUBLIC,NYSE,2015-05-20
DXC,DXC:US,BBG00FN64XT9,BBG00FN64XT9,DXC:US,DXC TECHNOLOGY CO,Equity,Common Stock,NYSE,2017-09-01
DXD,DXD:US,BBG000PTJ1T4,BBG000PTJ1T4,DXD:US,PROSHARES ULTRASHORT DOW30,Equity,ETP,NYSE,2012-05-11
DXJ,DXJ:US,BBG000BT12H9,BBG000BT12H9,DXJ:US,WISDOMTREE JAPAN HEDGED EQ,Equity,ETP,NYSE,2016-06-20
DXJC,DXJC:US,BBG0069CX5N7,BBG0069CX5N7,DXJC:US,WISDOMTREE JAPAN HEDGED CAPITAL GOODS FUND,Equity,ETP,NYSE,2016-06-20
DXJF,DXJF:US,BBG0069CXD41,BBG0069CXD41,DXJF:US,WISDOMTREE JAPAN HEDGED FINANCIALS FUND,Equity,ETP,NYSE,2016-06-20
DXJH,DXJH:US,BBG0069CXML2,BBG0069CXML2,DXJH:US,WISDOMTREE JAPAN HEDGED HEALTH CARE FUND,Equity,ETP,NYSE,2016-06-20
DXJR,DXJR:US,BBG0069CY7J7,BBG0069CY7J7,DXJR:US,WISDOMTREE JPN HDG REAL EST,Equity,ETP,NYSE,2016-06-20
DXJT,DXJT:UN,BBG0069CWPP2,BBG0069CWPP2,DXJT:US,"WISDOMTREE JAPAN HEDGED TECH, MEDIA & TELECOM FUND",Equity,ETP,NYSE,2015-06-22
DXR,DXR:US,BBG000BHHF34,BBG000BHHF34,DXR:US,DAXOR CORP,Equity,Common Stock,NYSE,2016-12-20
DXUS,DXUS:US,BBG009BNVP16,BBG009BNVP16,DXUS:US,WISDOMTREE GLOBAL EX-U.S. HEDGED DIVIDEND FUND,Equity,ETP,NYSE,2016-06-20
DY,DY:US,BBG000C4SKT1,BBG000C4SKT1,DY:US,DYCOM INDUSTRIES INC,Equity,Common Stock,NYSE,2000-02-17
DYN,DYN:US,BBG003FSTZ60,BBG003FSTZ60,DYN:US,DYNEGY INC,Equity,Common Stock,NYSE,
DYNC,DYN 7 07/01/19:NEW YORK,BBG00D35WY79,,,DYNEGY INC,Pfd,PUBLIC,NYSE,
DYY,DYY:US,BBG000DWCHH5,BBG000DWCHH5,DYY:US,DB COMMODITY DOUBLE LONG,Equity,ETP,NYSE,
DZK,DZK:US,BBG000HCS6X4,BBG000HCS6X4,DZK:US,DIREXION DEVELOPED MARKETS BULL 3X SHARES,Equity,ETP,NYSE,2012-12-18
DZZ,DZZ:US,BBG000BVZYD1,BBG000BVZYD1,DZZ:US,DB GOLD DOUBLE SHORT ETN,Equity,ETP,NYSE,
E,E:US,BBG000BBPZZ9,BBG000BBPZZ9,E:US,ENI SPA-SPONSORED ADR,Equity,ADR,NYSE,2017-09-18
EAA,ETR 5.75 11/01/40:TRACE,BBG0017315Q2,,,ENTERGY ARKANSAS INC,Pfd,PUBLIC,NYSE,2015-04-28
EAB,ETR 4.9 12/01/52:NEW YORK,BBG003PMJ006,,,ENTERGY ARKANSAS INC,Pfd,PUBLIC,NYSE,2015-05-27
EAD,EAD:US,BBG000LL9GC1,BBG000LL9GC1,EAD:US,WELLS FARGO INCOME OPPORTUNITIES FUND COMMON SHARES,Equity,Closed-End Fund,NYSE,2017-09-12
EAE,ETR 4.75 06/01/63:NEW YORK,BBG004MKF2M7,,,ENTERGY ARKANSAS INC,Pfd,PUBLIC,NYSE,2015-02-25
EAI,ETR 4.875 09/01/66:NEW YORK,BBG00DKL54F2,,,ENTERGY ARKANSAS INC,Pfd,PUBLIC,NYSE,
EARN,EARN:US,BBG004DFMB77,BBG004DFMB77,EARN:US,ELLINGTON RESIDENTIAL MORTGA,Equity,REIT,NYSE,2017-06-28
EAT,EAT:US,BBG000BK28N7,BBG000BK28N7,EAT:US,BRINKER INTERNATIONAL INC,Equity,Common Stock,NYSE,2017-09-07
EBF,EBF:US,BBG000BHJZF5,BBG000BHJZF5,EBF:US,ENNIS INC,Equity,Common Stock,NYSE,2017-07-05
EBND,EBND:US,BBG001JZPCN0,BBG001JZPCN0,EBND:US,SPDR BBG BARC EM LOCAL BOND,Equity,ETP,NYSE,2014-02-03
EBR,EBR:US,BBG000BL5Q89,BBG000BL5Q89,EBR:US,CENTRAIS ELETRICAS BR-SP ADR,Equity,ADR,NYSE,2014-05-02
EBR.B,EBR/B:US,BBG000BL63W2,BBG000BL63W2,EBR/B:US,CENTRAIS ELEC BRAS-ADR PREF,Equity,ADR,NYSE,
EBS,EBS:US,BBG000GW06J7,BBG000GW06J7,EBS:US,EMERGENT BIOSOLUTIONS INC,Equity,Common Stock,NYSE,
EC,EC:US,BBG000RJ1Y75,BBG000RJ1Y75,EC:US,ECOPETROL SA-SPONSORED ADR,Equity,ADR,NYSE,2017-04-25
ECA,ECA:US,BBG000CHPY97,BBG000CHPY97,ECA:US,ENCANA CORP,Equity,Common Stock,NYSE,2017-09-14
ECC,ECC:US,BBG006XN8K06,BBG006XN8K06,ECC:US,EAGLE POINT CREDIT CO INC,Equity,Closed-End Fund,NYSE,2017-09-11
ECCA,ECC 7.75 06/30/22 A:NEW YORK,BBG008P1PTK9,,,EAGLE POINT CREDIT CO,Pfd,PUBLIC,NYSE,2015-09-11
ECCB,ECC 7.75 10/30/26 B:NEW YORK,BBG00DZDSQM2,,,EAGLE POINT CREDIT CO,Pfd,PUBLIC,NYSE,
ECCZ,ECC 7 12/31/20:NEW YORK,BBG00BKZFD37,,,EAGLE POINT CREDIT CO,Pfd,PUBLIC,NYSE,
ECF,ECF:US,BBG000BB2DB9,BBG000BB2DB9,ECF:US,ELLSWORTH GROWTH AND INCOME,Equity,Closed-End Fund,NYSE,2017-08-15
ECH,ECH:US,BBG000TVZM75,BBG000TVZM75,ECH:US,ISHARES MSCI CHILE CAPPED INVESTABLE MARKET INDEX FUND,Equity,ETP,NYSE,2016-06-22
ECL,ECL:US,BBG000BHKYH4,BBG000BHKYH4,ECL:US,ECOLAB INC,Equity,Common Stock,NYSE,2017-09-18
ECNS,ECNS:US,BBG0016RMMX2,BBG0016RMMX2,ECNS:US,ISHARES MSCI CHINA SMALL-CAP ETF,Equity,ETP,NYSE,2016-06-22
ECOM,ECOM:US,BBG000QM5H72,BBG000QM5H72,ECOM:US,CHANNELADVISOR CORP,Equity,Common Stock,NYSE,
ECON,ECON:US,BBG0015YT5B2,BBG0015YT5B2,ECON:US,COLUMBIA EMERGING MARKETS CONSUMER ETF,Equity,ETP,NYSE,2014-12-29
ECR,ECR:US,BBG006FZD5B4,BBG006FZD5B4,ECR:US,ECLIPSE RESOURCES CORP,Equity,Common Stock,NYSE,
ECT,ECT:US,BBG000QM53N5,BBG000QM53N5,ECT:US,ECA MARCELLUS TRUST I,Equity,Royalty Trst,NYSE,2017-08-16
ED,ED:US,BBG000BHLYS1,BBG000BHLYS1,ED:US,CONSOLIDATED EDISON INC,Equity,Common Stock,NYSE,2017-08-14
EDC,EDC:US,BBG000H9W9L3,BBG000H9W9L3,EDC:US,DIREXION EMERGING MARKETS BULL 3X SHARES,Equity,ETP,NYSE,2016-03-24
EDD,EDD:US,BBG000PY8K68,BBG000PY8K68,EDD:US,MORGAN STANLEY EMERGING MARK,Equity,Closed-End Fund,NYSE,2017-06-28
EDE,EDE:UN,BBG000BHMY82,BBG000BHMW86,EDE:US,EMPIRE DISTRICT ELECTRIC CO,Equity,Common Stock,NYSE,2016-11-29
EDF,EDF:US,BBG00162SCL6,BBG00162SCL6,EDF:US,STONE HARBOR EMER MKT INC,Equity,Closed-End Fund,NYSE,2017-01-11
EDI,EDI:US,BBG0034WJ294,BBG0034WJ294,EDI:US,STONE HARBOR EM MKT TOTL INC,Equity,Closed-End Fund,NYSE,2017-09-15
EDIV,EDIV:US,BBG001JZPDN8,BBG001JZPDN8,EDIV:US,SPDR S&P EMERGING MARKETS DIVIDEND ETF,Equity,ETP,NYSE,2017-09-15
EDN,EDN:US,BBG000PMM892,BBG000PMM892,EDN:US,EMP DISTRIB Y COMERC NOR-ADR,Equity,ADR,NYSE,
EDOG,EDOG:US,BBG0067VP191,BBG0067VP191,EDOG:US,ALPS EMERGING SECTOR DIVIDEND DOGS ETF,Equity,ETP,NYSE,2017-09-21
EDOW,EDOW:US,BBG00HDBJMZ6,BBG00HDBJMZ6,EDOW:US,FIRST TRUST DOW 30 EQL WGHT,Equity,ETP,NYSE,
EDR,EDR:US,BBG000Q98NQ4,BBG000Q98NQ4,EDR:US,EDUCATION REALTY TRUST INC,Equity,REIT,NYSE,2017-07-27
EDU,EDU:US,BBG000PTRRM5,BBG000PTRRM5,EDU:US,NEW ORIENTAL EDUCATIO-SP ADR,Equity,ADR,NYSE,2015-09-02
EDV,EDV:US,BBG000RRTPG6,BBG000RRTPG6,EDV:US,VANGUARD EXTENDED DUR TREAS,Equity,ETP,NYSE,2016-06-21
EDZ,EDZ:US,BBG000HCPD17,BBG000HCPD17,EDZ:US,DIREXION EMERGING MARKETS BEAR 3X SHARES,Equity,ETP,NYSE,2013-04-02
EE,EE:US,BBG000BBQRN9,BBG000BBQRN9,EE:US,EL PASO ELECTRIC CO,Equity,Common Stock,NYSE,2017-09-14
