RESULT_COUNT: 5071,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1,,,,,
TICKER,FIGI_TICKER,FIGI,COMPOSITE_FIGI,COMPOSITE_FIGI_TICKER,SECURITY_NAME,MARKET_SECTOR,SECURITY_TYPE,STOCK_EXCHANGE,LAST_CRSP_ADJ_DATE
JQC,JQC:US,BBG000PS9HF7,BBG000PS9HF7,JQC:US,NUVEEN CREDIT STRAT INC FD,Equity,Closed-End Fund,NYSE,2017-09-14
JRI,JRI:US,BBG002G9B684,BBG002G9B684,JRI:US,NUVEEN REAL ASST INC & GR FD,Equity,Closed-End Fund,NYSE,2016-09-13
JRJR,JRJR:US,BBG000V2P6X3,BBG000V2P6X3,JRJR:US,JRJR33 INC,Equity,Common Stock,NYSE,
JRO,JRO:US,BBG000Q2HZK8,BBG000Q2HZK8,JRO:US,NUVEEN FLT RATE INC OPP FD,Equity,Closed-End Fund,NYSE,2016-09-13
JRS,JRS:US,BBG000DQ3HW1,BBG000DQ3HW1,JRS:US,NUVEEN REAL EST INC FD,Equity,Closed-End Fund,NYSE,2017-09-14
JSC,JSC:UN,BBG000Q8VF23,BBG000Q8VF23,JSC:US,SPDR RUSSELL/NOMURA S/C JPN,Equity,ETP,NYSE,2015-06-19
JSD,JSD:US,BBG001D8HVK6,BBG001D8HVK6,JSD:US,NUVEEN SHT DUR CRED OPP FD,Equity,Closed-End Fund,NYSE,2016-09-13
JTA,JTA:US,BBG000GLSTS1,BBG000GLSTS1,JTA:US,NUVEEN TX-ADV TOT RET STR FD,Equity,Closed-End Fund,NYSE,2016-06-13
JTD,JTD:US,BBG000R87VC3,BBG000R87VC3,JTD:US,NUVEEN TAX-ADV DIV GRWTH FD,Equity,Closed-End Fund,NYSE,2016-06-13
JTP,JTP:UN,BBG000CP0R55,BBG000CP0ND5,JTP:US,NUVEEN QUAL PFD INC FD,Equity,Closed-End Fund,NYSE,2016-03-11
JUNE,JUNE:US,BBG00CLLLLB1,BBG00CLLLLB1,JUNE:US,DHANDHO JUNOON ETF,Equity,ETP,NYSE,2017-06-26
JUNR,JUNR:UN,BBG001KSBCR5,BBG001KSBCR5,JUNR:US,GLOBAL X JUNIOR MINERS ETF,,,NYSE,2014-12-29
JW.A,JW/A:US,BBG000DPRDJ1,BBG000DPRDJ1,JW/A:US,WILEY (JOHN) & SONS-CLASS A,Equity,Common Stock,NYSE,2016-09-30
JW.B,JW/B:US,BBG000DPSVR1,BBG000DPSVR1,JW/B:US,WILEY (JOHN) & SONS-CL B,Equity,Common Stock,NYSE,2016-09-30
JWN,JWN:US,BBG000G8N9C6,BBG000G8N9C6,JWN:US,NORDSTROM INC,Equity,Common Stock,NYSE,2017-08-24
JXI,JXI:US,BBG000G809C1,BBG000G809C1,JXI:US,ISHARES GLOBAL UTILITIES ETF,Equity,ETP,NYSE,2015-06-24
JYN,JYN:US,BBG000BD0G84,BBG000BD0G84,JYN:US,IPATH JPY/USD EXCHANGE RATE,Equity,ETP,NYSE,
K,K:US,BBG000BMKDM3,BBG000BMKDM3,K:US,KELLOGG CO,Equity,Common Stock,NYSE,2017-08-30
KAI,KAI:US,BBG000BKRSZ3,BBG000BKRSZ3,KAI:US,KADANT INC,Equity,Common Stock,NYSE,2017-07-11
KAMN,KAMN:US,BBG000BMKQF2,BBG000BMKQF2,KAMN:US,KAMAN CORP,Equity,Common Stock,NYSE,2017-09-18
KAP,KCAP 7.375 09/30/19:NEW YORK,BBG003GH6ZT3,,,KCAP FINANCIAL INC,Pfd,PUBLIC,NYSE,2015-06-11
KAR,KAR:US,BBG000VZHLL9,BBG000VZHLL9,KAR:US,KAR AUCTION SERVICES INC,Equity,Common Stock,NYSE,2017-09-19
KATE,KATE:US,BBG000C4WJT9,BBG000C4WJT9,KATE:US,KATE SPADE & CO,Equity,Common Stock,NYSE,2008-11-19
KB,KB:US,BBG000J600W9,BBG000J600W9,KB:US,KB FINANCIAL GROUP INC-ADR,Equity,ADR,NYSE,2003-12-26
KBA,KBA:US,BBG0062S34P3,BBG0062S34P3,KBA:US,KRANESH BOSERA MSCI CHINA A,Equity,ETP,NYSE,2015-06-25
KBE,KBE:US,BBG000KMKPY3,BBG000KMKPY3,KBE:US,SPDR S&P BANK ETF,Equity,ETP,NYSE,2017-09-15
KBH,KBH:US,BBG000BMLWX8,BBG000BMLWX8,KBH:US,KB HOME,Equity,Common Stock,NYSE,2017-08-01
KBR,KBR:US,BBG000P28YZ6,BBG000P28YZ6,KBR:US,KBR INC,Equity,Common Stock,NYSE,2017-09-14
KBWC,KBWC:UN,BBG0027F2216,BBG0027F2216,KBWC:US,POWERSHARES KBW CAPITAL MARK,Equity,ETP,NYSE,2015-09-18
KBWI,KBWI:UN,BBG0027F20W6,BBG0027F20W6,KBWI:US,POWERSHARES KBW INSURANCE,Equity,ETP,NYSE,2015-09-18
KCC,CORTS 8.2 03/15/38 II:NOT LISTED,BBG000006MT2,,,CORTS FOR UNUMPROV II,Pfd,PUBLIC,NYSE,2015-09-10
KCE,KCE:US,BBG000KMMBM5,BBG000KMMBM5,KCE:US,SPDR S&P CAPITAL MARKETS ETF,Equity,ETP,NYSE,2017-09-15
KCG,KCG:US,BBG004LHPHY8,BBG004LHPHY8,KCG:US,KCG HOLDINGS INC-CL A,Equity,Common Stock,NYSE,
KCNY,KCNY:US,BBG007NHPBH1,BBG007NHPBH1,KCNY:US,KRANESHARES E FUND CHINA COMMERCIAL PAPER ETF,Equity,ETP,NYSE,2015-07-28
KDMN,KDMN:US,BBG00B9P9V84,BBG00B9P9V84,KDMN:US,KADMON HOLDINGS INC,Equity,Common Stock,NYSE,
KED,KED:US,BBG000Q096D3,BBG000Q096D3,KED:US,KAYNE ANDERSON ENERGY DEVELO,Equity,Closed-End Fund,NYSE,2017-07-06
KEF,KEF:US,BBG000BLDSY7,BBG000BLDSY7,KEF:US,KOREA EQUITY FUND,Equity,Closed-End Fund,NYSE,2014-12-18
KEG,KEG:US,BBG00FJDD048,BBG00FJDD048,KEG:US,KEY ENERGY SERVICES INC,Equity,Common Stock,NYSE,
KEM,KEM:US,BBG000H5W8K4,BBG000H5W8K4,KEM:US,KEMET CORP,Equity,Common Stock,NYSE,2010-11-08
KEN,KEN:US,BBG007LYGF78,BBG007LYGF78,KEN:US,KENON HOLDINGS LTD,Equity,Common Stock,NYSE,
KEP,KEP:US,BBG000BCWG90,BBG000BCWG90,KEP:US,KOREA ELEC POWER CORP-SP ADR,Equity,ADR,NYSE,2005-12-27
KEX,KEX:US,BBG000BMQCP6,BBG000BMQCP6,KEX:US,KIRBY CORP,Equity,Common Stock,NYSE,2006-06-01
KEY,KEY:US,BBG000BMQPL1,BBG000BMQPL1,KEY:US,KEYCORP,Equity,Common Stock,NYSE,2017-08-25
KEYS,KEYS:US,BBG0059FN811,BBG0059FN811,KEYS:US,KEYSIGHT TECHNOLOGIES IN,Equity,Common Stock,NYSE,
KF,KF:US,BBG000BMR6B3,BBG000BMR6B3,KF:US,KOREA FUND INC,Equity,Closed-End Fund,NYSE,2016-12-22
KFH,KFN 8.375 11/15/41:TRACE,BBG0027T1RW8,,,KKR FINANCIAL HOLDINGS,Pfd,PUBLIC,NYSE,2015-05-12
KFI,KFI:UN,BBG002QRBN59,,KFI:US,KKR FINANCIAL HOLDINGS,Pfd,PUBLIC,NYSE,2015-03-17
KFS,KFS:US,BBG000NV74Z1,BBG000NV74Z1,KFS:US,KINGSWAY FINANCIAL SERVICES,Equity,Common Stock,NYSE,2014-08-28
KFY,KFY:US,BBG000C5QMB5,BBG000C5QMB5,KFY:US,KORN/FERRY INTERNATIONAL,Equity,Common Stock,NYSE,2017-06-28
KFYP,KFYP:US,BBG004VDL3G1,BBG004VDL3G1,KFYP:US,KRANESHARES ZACKS NEW CHINA,Equity,ETP,NYSE,2016-09-14
KGC,KGC:US,BBG000BB2DM7,BBG000BB2DM7,KGC:US,KINROSS GOLD CORP,Equity,Common Stock,NYSE,2013-03-19
KHI,KHI:UN,BBG000BMRN35,BBG000BMRLH4,KHI:US,DEUTSCHE HIGH INCOME TRUST,Equity,Closed-End Fund,NYSE,2016-08-16
KIE,KIE:US,BBG000KMNWV8,BBG000KMNWV8,KIE:US,SPDR S&P INSURANCE ETF,Equity,ETP,NYSE,2017-09-15
KIM,KIM:US,BBG000CN3S73,BBG000CN3S73,KIM:US,KIMCO REALTY CORP,Equity,REIT,NYSE,2017-07-03
KING,KING:UN,BBG0060HQ214,BBG0060HN0R3,KING:US,KING DIGITAL ENTERTAINMENT P,Equity,Common Stock,NYSE,2015-03-02
KIO,KIO:US,BBG004NRD5X4,BBG004NRD5X4,KIO:US,KKR INCOME OPPORTUNITIES,Equity,Closed-End Fund,NYSE,2017-09-15
KIQ,KIQ:US,BBG000JVF307,BBG000JVF307,KIQ:US,KELSO TECHNOLOGIES INC,Equity,Common Stock,NYSE,2015-04-13
KKD,KKD:UN,BBG000CK3C65,BBG000CK38G3,KKD:US,KRISPY KREME DOUGHNUTS INC,Equity,Common Stock,NYSE,2001-06-15
KKR,KKR:US,BBG000BCQ6J8,BBG000BCQ6J8,KKR:US,KKR & CO LP,Equity,MLP,NYSE,2017-08-03
KL,KL:UN,BBG009NRNNF3,BBG009NRNMY4,KL:US,KIRKLAND LAKE GOLD LTD,Equity,Common Stock,NYSE,
KLDW,KLDW:US,BBG009KCZ7G0,BBG009KCZ7G0,KLDW:US,KNOWLEDGE LEADERS DEVELOPED,Equity,ETP,NYSE,
KLDX,KLDX:US,BBG000BZ9BM1,BBG000BZ9BM1,KLDX:US,KLONDEX MINES LTD,Equity,Common Stock,NYSE,
KLEM,KLEM:UN,BBG009KCZGT6,BBG009KCZGT6,KLEM:US,GAVEKAL KNOWLEDGE LEADERS EM,Equity,ETP,NYSE,
KMB,KMB:US,BBG000BMW2Z0,BBG000BMW2Z0,KMB:US,KIMBERLY-CLARK CORP,Equity,Common Stock,NYSE,2017-09-07
KMF,KMF:US,BBG0015S0R19,BBG0015S0R19,KMF:US,KAYNE ANDERSON MIDSTREAM/ENE,Equity,Closed-End Fund,NYSE,2016-04-13
KMG,KMG:US,BBG000BMCRD1,BBG000BMCRD1,KMG:US,KMG CHEMICALS INC,Equity,Common Stock,NYSE,2017-06-09
KMI,KMI:US,BBG0019JZ882,BBG0019JZ882,KMI:US,KINDER MORGAN INC,Equity,Common Stock,NYSE,2017-07-27
KMM,KMM:US,BBG000C03YW2,BBG000C03YW2,KMM:US,DEUTSCHE MULTI-MARKET INCOME,Equity,Closed-End Fund,NYSE,2016-11-17
KMPA,KMPR 7.375 02/27/54:NEW YORK,BBG00610JC70,,,KEMPER CORP,Pfd,PUBLIC,NYSE,2015-05-08
KMPR,KMPR:US,BBG000H3GDJ8,BBG000H3GDJ8,KMPR:US,KEMPER CORP,Equity,Common Stock,NYSE,2017-08-10
KMT,KMT:US,BBG000BMWKC5,BBG000BMWKC5,KMT:US,KENNAMETAL INC,Equity,Common Stock,NYSE,2017-08-16
KMX,KMX:US,BBG000BLMZK6,BBG000BLMZK6,KMX:US,CARMAX INC,Equity,Common Stock,NYSE,2007-03-27
KN,KN:US,BBG004M8M6J1,BBG004M8M6J1,KN:US,KNOWLES CORP,Equity,Common Stock,NYSE,
KND,KND:US,BBG000BDWJF5,BBG000BDWJF5,KND:US,KINDRED HEALTHCARE INC,Equity,Common Stock,NYSE,2017-03-09
KNL,KNL:US,BBG000N7N3S6,BBG000N7N3S6,KNL:US,KNOLL INC,Equity,Common Stock,NYSE,2017-09-14
KNOP,KNOP:US,BBG0046HZ552,BBG0046HZ552,KNOP:US,KNOT OFFSHORE PARTNERS LP,Equity,MLP,NYSE,2017-07-31
KNOW,KNOW:US,BBG0029YL757,BBG0029YL757,KNOW:US,DIREXION ALL CAP INSIDER SENTIMENT SHARES,Equity,ETP,NYSE,2017-09-19
KNX,KNX:US,BBG000DKP3S6,BBG000DKP3S6,KNX:US,KNIGHT TRANSPORTATION INC,Equity,Common Stock,NYSE,2017-09-11
KO,KO:US,BBG000BMX289,BBG000BMX289,KO:US,COCA-COLA CO/THE,Equity,Common Stock,NYSE,2017-09-14
KODK,KODK:US,BBG0057GTG80,BBG0057GTG80,KODK:US,EASTMAN KODAK CO,Equity,Common Stock,NYSE,
KOF,KOF:US,BBG000BJ87V7,BBG000BJ87V7,KOF:US,COCA-COLA FEMSA SAB-SP ADR,Equity,ADR,NYSE,2017-04-28
KOL,KOL:US,BBG000V32R51,BBG000V32R51,KOL:US,VANECK VECTORS COAL ETF,Equity,ETP,NYSE,2016-12-19
KOLD,KOLD:US,BBG0024TJFY6,BBG0024TJFY6,KOLD:US,PROSHARES ULTRASHORT BLOOMBERG NATURAL GAS,Equity,ETP,NYSE,2016-07-25
KOP,KOP:US,BBG000QDQR59,BBG000QDQR59,KOP:US,KOPPERS HOLDINGS INC,Equity,Common Stock,NYSE,2014-11-13
KOR,KOR:US,BBG00DW36N48,BBG00DW36N48,KOR:US,ADVISORSHARES KIM KOREA ETF,Equity,ETP,NYSE,
KORS,KORS:US,BBG0029SNR63,BBG0029SNR63,KORS:US,MICHAEL KORS HOLDINGS LTD,Equity,Common Stock,NYSE,
KORU,KORU:US,BBG004F0NVD6,BBG004F0NVD6,KORU:US,DIREXION DAILY SK BULL 3X,Equity,ETP,NYSE,2013-12-12
KOS,KOS:US,BBG000L2Q7C4,BBG000L2Q7C4,KOS:US,KOSMOS ENERGY LTD,Equity,Common Stock,NYSE,
KR,KR:US,BBG000BMY992,BBG000BMY992,KR:US,KROGER CO,Equity,Common Stock,NYSE,2017-08-11
KRA,KRA:US,BBG000PM3N09,BBG000PM3N09,KRA:US,KRATON CORP,Equity,Common Stock,NYSE,
KRC,KRC:US,BBG000BLMXN8,BBG000BLMXN8,KRC:US,KILROY REALTY CORP,Equity,REIT,NYSE,2017-06-28
KRE,KRE:US,BBG000D82H52,BBG000D82H52,KRE:US,SPDR S&P REGIONAL BANKING,Equity,ETP,NYSE,2017-09-15
KREF,KREF:UN,BBG00GD4L1L2,BBG00GD4KVQ2,,KKR REAL ESTATE FINANCE TRUST INC. COMMON STOCK,Equity,Common Stock,NYSE,
KRG,KRG:US,BBG000BC2KW8,BBG000BC2KW8,KRG:US,KITE REALTY GROUP TRUST,Equity,REIT,NYSE,2017-07-03
KRO,KRO:US,BBG000C3WK36,BBG000C3WK36,KRO:US,KRONOS WORLDWIDE INC,Equity,Common Stock,NYSE,2017-08-31
KROO,KROO:US,BBG000QJGVJ3,BBG000QJGVJ3,KROO:US,IQ AUSTRALIA SMALL CAP ETF,Equity,ETP,NYSE,2014-12-29
KRP,KRP:US,BBG00FQH6MJ5,BBG00FQH6MJ5,KRP:US,KIMBELL ROYALTY PARTNERS LP,Equity,MLP,NYSE,2017-08-03
KRS,KRS:US,BBG000QS8LB2,BBG000QS8LB2,KRS:US,PROSHARES SHORT S&P REGIONAL BANKING,Equity,ETP,NYSE,
KRU,KRU:US,BBG000GXLDV3,BBG000GXLDV3,KRU:US,PROSHARES ULTRA S&P REGIONAL BANKING,Equity,ETP,NYSE,2017-01-12
KS,KS:US,BBG000DQJV99,BBG000DQJV99,KS:US,KAPSTONE PAPER AND PACKAGING,Equity,Common Stock,NYSE,2017-06-27
KSA,KSA:US,BBG00B094395,BBG00B094395,KSA:US,ISHARES SAUDI ARABIA ETF,Equity,ETP,NYSE,2016-06-22
KSM,KSM:US,BBG000BHKGQ3,BBG000BHKGQ3,KSM:US,DEUTSCHE STRATEGIC MUNICIPAL,Equity,Closed-End Fund,NYSE,2016-11-17
KSS,KSS:US,BBG000CS7CT9,BBG000CS7CT9,KSS:US,KOHLS CORP,Equity,Common Stock,NYSE,2017-09-01
KST,KST:US,BBG000C4G9L7,BBG000C4G9L7,KST:US,DEUTSCHE STRATEGIC INCOME TR,Equity,Closed-End Fund,NYSE,2016-11-17
KSU,KSU:US,BBG000BMZ7P7,BBG000BMZ7P7,KSU:US,KANSAS CITY SOUTHERN,Equity,Common Stock,NYSE,2017-09-08
KT,KT:US,BBG000KG5F93,BBG000KG5F93,KT:US,KT CORP-SP ADR,Equity,ADR,NYSE,2005-12-28
KTF,KTF:US,BBG000C0PD09,BBG000C0PD09,KTF:US,DEUTSCHE MUNICIPAL INCOME TR,Equity,Closed-End Fund,NYSE,2016-11-17
KTH,CORTS 8 04/06/28:NEW YORK,BBG000006LG8,,,CORTS-PECO ENE CP TR III,Pfd,PUBLIC,NYSE,2015-04-27
KTN,CORTS 8.205 01/01/27:NEW YORK,BBG000006L78,,,CORTS TRUST FOR AON CAP,Pfd,PUBLIC,NYSE,2015-06-26
KTP,CORTS 7.625 03/01/97:NEW YORK,BBG000006984,,,CORTS TRUST FOR JCP,Pfd,PUBLIC,NYSE,2015-08-27
KW,KW:US,BBG000CTY4J6,BBG000CTY4J6,KW:US,KENNEDY-WILSON HOLDINGS INC,Equity,Common Stock,NYSE,2017-06-28
KWN,KW 7.75 12/01/42:NEW YORK,BBG003NF5VF4,,,KENNEDY-WILSON INC,Pfd,PUBLIC,NYSE,2015-05-13
KWR,KWR:US,BBG000DZS2L9,BBG000DZS2L9,KWR:US,QUAKER CHEMICAL CORP,Equity,Common Stock,NYSE,2017-07-13
KWT,KWT:US,BBG000LPZX45,BBG000LPZX45,KWT:US,VANECK VECTORS SOLAR ENERGY,Equity,ETP,NYSE,2016-12-19
KXI,KXI:US,BBG000G7QYC0,BBG000G7QYC0,KXI:US,ISHARES GLOBAL CONSUMER STAPLES ETF,Equity,ETP,NYSE,2015-06-24
KYE,KYE:US,BBG000G3HDJ8,BBG000G3HDJ8,KYE:US,KAYNE ANDERSON ENERGY TOT RT,Equity,Closed-End Fund,NYSE,2016-04-04
KYN,KYN:US,BBG000PW7V96,BBG000PW7V96,KYN:US,KAYNE ANDERSON MLP INVESTMEN,Equity,Closed-End Fund,NYSE,2017-07-06
KYO,KYO:US,BBG000BN0HN3,BBG000BN0HN3,KYO:US,KYOCERA CORP -SPONS ADR,Equity,ADR,NYSE,2013-10-09
L,L:US,BBG000C45984,BBG000C45984,L:US,LOEWS CORP,Equity,Common Stock,NYSE,2017-08-28
LABD,LABD:US,BBG0099SHGJ5,BBG0099SHGJ5,LABD:US,DRXN DAILY S&P BIOTECH BEAR,Equity,ETP,NYSE,
LABS,LABS:US,BBG00BL61JL2,BBG00BL61JL2,LABS:US,DIREXION DAILY S&P BIOTECH BEAR 1X SHARES,Equity,ETP,NYSE,
LABU,LABU:US,BBG0099SHLC1,BBG0099SHLC1,LABU:US,DRXN DAILY S&P BIOTECH BULL,Equity,ETP,NYSE,
LAD,LAD:US,BBG000K3BC83,BBG000K3BC83,LAD:US,LITHIA MOTORS INC-CL A,Equity,Common Stock,NYSE,2017-08-09
LADR,LADR:US,BBG005RVGZ41,BBG005RVGZ41,LADR:US,LADDER CAPITAL CORP-REIT,Equity,REIT,NYSE,2017-09-08
LAQ,LAQ:US,BBG000CHR794,BBG000CHR794,LAQ:US,"ABERDEEN LATIN AMERICA EQUITY FUND, INC.",Equity,Closed-End Fund,NYSE,2014-12-29
LARE,LARE:US,BBG00B9M3P99,BBG00B9M3P99,LARE:US,TIERRAXP LATAM REAL ESTATE,Equity,ETP,NYSE,2017-08-22
LAZ,LAZ:US,BBG000BT4C39,BBG000BT4C39,LAZ:US,LAZARD LTD-CL A,Equity,Common Stock,NYSE,2017-08-03
LB,LB:US,BBG000BNGTQ7,BBG000BNGTQ7,LB:US,L BRANDS INC,Equity,Common Stock,NYSE,2017-08-17
LBDC,LBDC:US,BBG00B59K1M1,BBG00B59K1M1,LBDC:US,ETRACS 2XM LEV WF BDC SER B,Equity,ETP,NYSE,2017-07-12
LBF,LBF:US,BBG000BBS0F5,BBG000BBS0F5,LBF:US,DEUTSCHE GLOBAL HIGH INCOME,Equity,Closed-End Fund,NYSE,2016-11-17
LBJ,LBJ:US,BBG000PY5C78,BBG000PY5C78,LBJ:US,DIREXION DAILY LATIN AMERICA 3X BULL SHARES,Equity,ETP,NYSE,2017-05-01
LBMH,LBMH:UN,BBG000HBP3X6,BBG000HBP3X6,LBMH:US,LIBERATOR MEDICAL HOLDINGS I,Equity,Common Stock,NYSE,2015-09-23
LBND,LBND:UN,BBG000R1CF82,BBG000R1CF82,LBND:US,DB 3X LONG 25+ YEAR TREASURY,Equity,ETP,NYSE,
LBY,LBY:US,BBG000BHJBV0,BBG000BHJBV0,LBY:US,LIBBEY INC,Equity,Common Stock,NYSE,2017-02-24
LC,LC:US,BBG001YKDND6,BBG001YKDND6,LC:US,LENDINGCLUB CORP,Equity,Common Stock,NYSE,
LCI,LCI:US,BBG000DMSQ17,BBG000DMSQ17,LCI:US,LANNETT CO INC,Equity,Common Stock,NYSE,2003-03-03
LCII,LCII:US,BBG000DNLMB0,BBG000DNLMB0,LCII:US,LCI INDUSTRIES,Equity,Common Stock,NYSE,2017-08-16
LCM,LCM:US,BBG000PMZQ07,BBG000PMZQ07,LCM:US,ADVENT/CLAYMORE ENH GR & INC,Equity,Closed-End Fund,NYSE,2016-05-11
LCRT,LCRT:US,BBG008P6SF98,BBG008P6SF98,LCRT:US,LOANCORE REALTY TRUST INC,Equity,Common Stock,NYSE,
LD,LD:US,BBG000GKPP40,BBG000GKPP40,LD:US,IPATH BLOOMBERG LEAD SUBINDEX TOTAL RETURN SM INDEX ETN,Equity,ETP,NYSE,
LDF,LDF:US,BBG000BDD3G0,BBG000BDD3G0,LDF:US,LATIN AMERICAN DISCOVERY FD,Equity,Closed-End Fund,NYSE,2016-06-28
LDI,LDI:US,BBG00B5Z6KK9,BBG00B5Z6KK9,LDI:US,LOANDEPOT INC- A,Equity,Common Stock,NYSE,
LDL,LDL:US,BBG000BN3PZ9,BBG000BN3PZ9,LDL:US,LYDALL INC,Equity,Common Stock,NYSE,1995-06-22
LDOS,LDOS:US,BBG000C23PB0,BBG000C23PB0,LDOS:US,LEIDOS HOLDINGS INC,Equity,Common Stock,NYSE,2017-09-15
LDP,LDP:US,BBG002YMSB22,BBG002YMSB22,LDP:US,COHEN & STEERS LIMITED DURAT,Equity,Closed-End Fund,NYSE,2016-12-09
LDR,LDR:US,BBG000C4XV20,BBG000C4XV20,LDR:US,LANDAUER INC,Equity,Common Stock,NYSE,2017-09-14
LDUR,LDUR:US,BBG005VLSHJ9,BBG005VLSHJ9,LDUR:US,PIMCO ENHANCED LOW DURATION,Equity,ETP,NYSE,2017-08-01
LEA,LEA:US,BBG000PTLGZ1,BBG000PTLGZ1,LEA:US,LEAR CORP,Equity,Common Stock,NYSE,2017-08-29
LEDD,LEDD:US,BBG001NC7SX0,BBG001NC7SX0,LEDD:US,IPATH PURE BETA LEAD,Equity,ETP,NYSE,
LEE,LEE:US,BBG000BN4PM2,BBG000BN4PM2,LEE:US,LEE ENTERPRISES,Equity,Common Stock,NYSE,2008-08-28
LEG,LEG:US,BBG000BN53G7,BBG000BN53G7,LEG:US,LEGGETT & PLATT INC,Equity,Common Stock,NYSE,2017-09-14
LEJU,LEJU:US,BBG0064LZ541,BBG0064LZ541,LEJU:US,LEJU HOLDINGS LTD-ADR,Equity,ADR,NYSE,2015-04-08
LEMB,LEMB:US,BBG0025X4HC2,BBG0025X4HC2,LEMB:US,ISHARES J.P. MORGAN EM LOCAL CURRENCY BOND,Equity,ETP,NYSE,2015-07-01
LEN,LEN:US,BBG000BN5HF7,BBG000BN5HF7,LEN:US,LENNAR CORP-A,Equity,Common Stock,NYSE,2017-07-11
LEN.B,LEN/B:US,BBG000KKVD81,BBG000KKVD81,LEN/B:US,LENNAR CORP - B SHS,Equity,Common Stock,NYSE,2015-07-06
LEO,LEO:US,BBG000BN5Y60,BBG000BN5Y60,LEO:US,DREYFUS STRATEGIC MUNICIPALS,Equity,Closed-End Fund,NYSE,2017-09-13
LEU,LEU:US,BBG000BQ2JM1,BBG000BQ2JM1,LEU:US,CENTRUS ENERGY CORP-CLASS A,Equity,Common Stock,NYSE,
LF,LF:UN,BBG000MVYZF5,BBG000MVXV74,LF:US,LEAPFROG ENTERPRISES INC,Equity,Common Stock,NYSE,
LFC,LFC:US,BBG000BBK4B9,BBG000BBK4B9,LFC:US,CHINA LIFE INSURANCE CO-ADR,Equity,ADR,NYSE,2017-06-13
LFGR,LFGR:US,BBG000PBV0M8,BBG000PBV0M8,LFGR:US,LEAF GROUP LTD,Equity,Common Stock,NYSE,
LFL,LTM:US,BBG000JJBNH6,BBG000JJBNH6,LTM:US,LATAM AIRLINES GROUP-SP ADR,Equity,ADR,NYSE,2017-05-10
LGF,LGF:UN,BBG000K1T4Z6,BBG000K1T0M8,LGF:US,LIONS GATE ENTERTAINMENT CORPORATION COMMON STOCK,Equity,Common Stock,NYSE,2016-06-28
LGI,LGI:US,BBG000PJZYQ9,BBG000PJZYQ9,LGI:US,LAZARD GLOBAL TOT RT & INC,Equity,Closed-End Fund,NYSE,2017-09-11
LGL,LGL:US,BBG000BN6WD5,BBG000BN6WD5,LGL:US,LGL GROUP INC/THE,Equity,Common Stock,NYSE,
LGLV,LGLV:US,BBG0045LC1Q5,BBG0045LC1Q5,LGLV:US,SPDR SSGA US LARGE CAP LOW VOLATILITY INDEX ETF,Equity,ETP,NYSE,2017-09-15
LH,LH:US,BBG000D9DMK0,BBG000D9DMK0,LH:US,LABORATORY CRP OF AMER HLDGS,Equity,Common Stock,NYSE,2002-05-13
LHO,LHO:US,BBG000BPM3C7,BBG000BPM3C7,LHO:US,LASALLE HOTEL PROPERTIES,Equity,REIT,NYSE,2017-06-28
LII,LII:US,BBG000BB5B84,BBG000BB5B84,LII:US,LENNOX INTERNATIONAL INC,Equity,Common Stock,NYSE,2017-06-28
LIQT,LIQT:US,BBG000QKQ2T2,BBG000QKQ2T2,LIQT:US,LIQTECH INTERNATIONAL INC,Equity,Common Stock,NYSE,
LIT,LIT:US,BBG000BF74Y0,BBG000BF74Y0,LIT:US,GLOBAL X LITHIUM & BATTERY TECH ETF,Equity,ETP,NYSE,2015-12-29
LITB,LITB:US,BBG004FSXW88,BBG004FSXW88,LITB:US,LIGHTINTHEBOX HOLDING-ADR,Equity,ADR,NYSE,
LKSD,LKSD:US,BBG009R0CVG1,BBG009R0CVG1,LKSD:US,LSC COMMUNICATIONS INC,Equity,Common Stock,NYSE,2017-08-11
LL,LL:US,BBG000QKPTS5,BBG000QKPTS5,LL:US,LUMBER LIQUIDATORS HOLDINGS,Equity,Common Stock,NYSE,
LLDM,LLDM:UN,BBG007VDRFL5,BBG007VDRFL5,LLDM:US,DRXN DAILY FTSE DEVEL 1.25X,Equity,ETP,NYSE,
LLEM,LLEM:UN,BBG007VDS475,BBG007VDS475,LLEM:US,DRXN DAILY FTSE EMERG 1.25X,Equity,ETP,NYSE,
LLEX,LLEX:US,BBG000KK7JK1,BBG000KK7JK1,LLEX:US,LILIS ENERGY INC,Equity,Common Stock,NYSE,2011-10-19
LLL,LLL:US,BBG000BMDZF0,BBG000BMDZF0,LLL:US,L3 TECHNOLOGIES INC,Equity,Common Stock,NYSE,2017-08-15
LLSC,LLSC:US,BBG007VDRYB5,BBG007VDRYB5,LLSC:US,DIREXION DAILY SMALL CAP 1.25X SHARES,Equity,ETP,NYSE,
LLSP,LLSP:US,BBG007VDTDZ3,BBG007VDTDZ3,LLSP:US,DIRXN DLY S&P500 BULL 1.25X,Equity,ETP,NYSE,2017-09-19
LLY,LLY:US,BBG000BNBDC2,BBG000BNBDC2,LLY:US,ELI LILLY & CO,Equity,Common Stock,NYSE,2017-08-11
LM,LM:US,BBG000BNBPQ0,BBG000BNBPQ0,LM:US,LEGG MASON INC,Equity,Common Stock,NYSE,2017-06-09
